gene_symbol	tissue	score	source
PTGIS	liver	2.8647437923672543e-05	HPA
STAU1	liver	0.0005782898062219322	HPA
CDH26	liver	9.710995906329675e-07	HPA
SNAI1	liver	2.476303956114067e-05	HPA
MOCS3	liver	1.1653195087595611e-05	HPA
STX16	liver	0.0002175263083017847	HPA
PMEPA1	liver	1.79653424267099e-05	HPA
RNF114	liver	0.0002306361527753298	HPA
ANKRD60	liver	0.0	HPA
DDX27	liver	8.060126602253631e-05	HPA
RBPJL	liver	4.855497953164838e-07	HPA
SEMG1	liver	0.0	HPA
C20orf85	liver	0.0	HPA
BCAS4	liver	3.88439836253187e-06	HPA
KCNK15	liver	1.4566493859494514e-06	HPA
TP53TG5	liver	4.855497953164838e-07	HPA
PCK1	liver	0.0032274494894686677	HPA
ZBP1	liver	9.710995906329675e-06	HPA
NEURL2	liver	3.88439836253187e-05	HPA
MAGEA10	liver	0.0	HPA
MTRR	liver	9.128336151949895e-05	HPA
FASTKD3	liver	3.1560736695571445e-05	HPA
PEPD	liver	0.0005578967148186398	HPA
CHST8	liver	4.855497953164838e-07	HPA
IQSEC2	liver	8.739896315696708e-06	HPA
VAMP7	liver	0.00022578065482216497	HPA
IL9R	liver	9.710995906329675e-07	HPA
XG	liver	3.398848567215386e-06	HPA
STAMBP	liver	5.243937789418025e-05	HPA
NAGK	liver	0.00020150316505634076	HPA
MCEE	liver	0.00032774611183862654	HPA
PAIP2B	liver	8.497121418038466e-05	HPA
SNRNP27	liver	0.00011556085128532314	HPA
MPHOSPH10	liver	0.0001432371896183627	HPA
IL17C	liver	0.0	HPA
ATP8A1	liver	7.76879672506374e-06	HPA
USP22	liver	0.00020878641198608802	HPA
POF1B	liver	1.942199181265935e-06	HPA
HIF3A	liver	1.2624294678228579e-05	HPA
ZNF576	liver	8.837006274760004e-05	HPA
IRGC	liver	0.0	HPA
ZNF45	liver	2.719078853772309e-05	HPA
LYPD3	liver	5.8265975437978054e-06	HPA
PSG8	liver	0.0	HPA
CEACAM8	liver	9.710995906329675e-07	HPA
NDP	liver	0.0	HPA
USP9X	liver	0.0002301506029800133	HPA
CRISP2	liver	9.710995906329675e-07	HPA
F13A1	liver	1.408094406417803e-05	HPA
GRM4	liver	0.0	HPA
TRERF1	liver	4.855497953164838e-06	HPA
PACSIN1	liver	9.710995906329675e-07	HPA
BTN2A2	liver	2.9132987718989025e-05	HPA
SIRT5	liver	0.00015731813368254075	HPA
MRS2	liver	9.710995906329675e-05	HPA
WRNIP1	liver	0.00015634703409190778	HPA
RRP36	liver	0.00017674012549520008	HPA
BTN1A1	liver	0.0	HPA
SNRPC	liver	0.00043553816639888595	HPA
SLC17A3	liver	0.00017479792631393417	HPA
SLC17A1	liver	0.00023257835195659573	HPA
SERPINB6	liver	0.00029667092493837157	HPA
XPO5	liver	3.1560736695571445e-05	HPA
ABCC10	liver	4.758387994101541e-05	HPA
H1-3	liver	1.4566493859494514e-06	HPA
PEX6	liver	0.0001315839945307671	HPA
NQO2	liver	0.0005880008021282618	HPA
OARD1	liver	0.0002782200327163452	HPA
UNC5CL	liver	0.00025005814458798915	HPA
AARS2	liver	3.2531836286204414e-05	HPA
H1-1	liver	0.0	HPA
ZNF391	liver	1.4566493859494514e-06	HPA
RPS10	liver	0.005500308081345128	HPA
MOCS1	liver	0.0001908210695593781	HPA
H2BC11	liver	1.9907541607975832e-05	HPA
MED20	liver	4.80694297363319e-05	HPA
OR2B6	liver	9.710995906329675e-07	HPA
TBCC	liver	6.215037380050992e-05	HPA
SPDEF	liver	4.855497953164838e-07	HPA
TCP11	liver	9.710995906329675e-07	HPA
MAD2L1BP	liver	0.00010293655660709455	HPA
APOBEC2	liver	4.855497953164838e-07	HPA
KLHDC3	liver	0.00034571145426533646	HPA
GNMT	liver	0.0013959556615348908	HPA
DNAH8	liver	0.0	HPA
TREM1	liver	3.2531836286204414e-05	HPA
MEA1	liver	0.00024763039561140674	HPA
KLHL31	liver	1.942199181265935e-06	HPA
COL21A1	liver	5.8265975437978054e-06	HPA
CDKN1A	liver	0.000821064703880174	HPA
SOX4	liver	3.0104087309621994e-05	HPA
GLO1	liver	0.0007424056370389037	HPA
CPNE5	liver	3.88439836253187e-06	HPA
KCNK17	liver	1.8936442017342866e-05	HPA
RREB1	liver	8.400011458975169e-05	HPA
SSR1	liver	0.00044961911046306394	HPA
RIOK1	liver	3.690178444405276e-05	HPA
NRN1	liver	2.08786411986088e-05	HPA
SLC35B3	liver	0.00011021980353684181	HPA
RPP40	liver	3.495958526278683e-05	HPA
ATXN1	liver	2.2335290584558252e-05	HPA
NUP153	liver	0.00011021980353684181	HPA
DEK	liver	0.00031997731511356284	HPA
EEF1E1	liver	9.61388594726638e-05	HPA
CRISP1	liver	0.0	HPA
RUNX2	liver	3.398848567215386e-06	HPA
OPN5	liver	0.0	HPA
GCM2	liver	0.0	HPA
LRRFIP1	liver	0.00023209280216127923	HPA
RAB17	liver	0.0005059428867197761	HPA
CXCL6	liver	3.107518690025496e-05	HPA
EREG	liver	9.710995906329675e-07	HPA
TRIM51	liver	0.0	HPA
MYRF	liver	8.011571622721983e-05	HPA
SCGB1D2	liver	9.710995906329675e-07	HPA
SCGB2A1	liver	4.855497953164838e-07	HPA
AHNAK	liver	0.00028307553066951	HPA
EMC3	liver	0.0002952142755524221	HPA
SSUH2	liver	1.4566493859494514e-06	HPA
WNT1	liver	0.0	HPA
SH3TC1	liver	4.5641680759749474e-05	HPA
CNOT1	liver	0.00016897132877013635	HPA
BBS2	liver	3.88439836253187e-05	HPA
MT1G	liver	0.032501732198894795	HPA
MT2A	liver	0.027408314846024878	HPA
PHAF1	liver	0.0002714223355819144	HPA
GOT2	liver	0.0015139442617967964	HPA
DOK4	liver	0.00015926033286380666	HPA
PIWIL1	liver	0.0	HPA
GPR18	liver	4.369948157848354e-06	HPA
CLYBL	liver	0.0005025440381525607	HPA
TMTC4	liver	5.292492768949673e-05	HPA
RAP2A	liver	4.078618280658464e-05	HPA
SLC10A2	liver	0.0	HPA
ABCC4	liver	6.312147339114289e-06	HPA
EFNB2	liver	2.2820840379874737e-05	HPA
SOX21	liver	0.0	HPA
TM9SF2	liver	0.0007972727639096663	HPA
HROB	liver	2.9132987718989027e-06	HPA
KIF25	liver	1.942199181265935e-06	HPA
IRF1	liver	0.00025588474213178696	HPA
UPF3B	liver	5.826597543797805e-05	HPA
RNF113A	liver	8.35145647944352e-05	HPA
SEPTIN6	liver	0.00010002325783519566	HPA
TMEM255A	liver	2.9132987718989027e-06	HPA
NDUFA1	liver	0.002106315012082907	HPA
AMELX	liver	0.0	HPA
DMAC2L	liver	4.8554979531648375e-05	HPA
BMP4	liver	1.9907541607975832e-05	HPA
PTGER2	liver	1.699424283607693e-05	HPA
FAM193A	liver	5.5352676666079155e-05	HPA
GRK4	liver	9.22544611101319e-06	HPA
SOX9	liver	1.650869304076045e-05	HPA
TEKT3	liver	9.710995906329675e-07	HPA
MYH2	liver	9.710995906329675e-07	HPA
HS3ST3B1	liver	0.00013401174350734953	HPA
SLC25A35	liver	2.184974078924177e-05	HPA
MRPS7	liver	0.00030638192084470126	HPA
GGA3	liver	5.486712687076267e-05	HPA
ARMC7	liver	6.26359235958264e-05	HPA
NUP85	liver	0.0001048787557883605	HPA
SLC25A19	liver	4.17572823972176e-05	HPA
MIF4GD	liver	8.302901499911874e-05	HPA
NT5C	liver	0.00013789614186988138	HPA
MSTO1	liver	0.0001500348867527935	HPA
TTF1	liver	1.942199181265935e-05	HPA
GTF3C4	liver	2.5248589356457157e-05	HPA
DDX31	liver	1.845089222202638e-05	HPA
BARHL1	liver	0.0	HPA
KIR2DL1	liver	9.710995906329675e-07	HPA
PPP1R12C	liver	0.0004064051786798969	HPA
MBOAT7	liver	7.574576806937146e-05	HPA
SRMS	liver	0.0	HPA
OPRL1	liver	1.4566493859494514e-06	HPA
SLC2A4RG	liver	0.0007137581991152311	HPA
NPBWR2	liver	0.0	HPA
FNDC11	liver	4.855497953164838e-07	HPA
BHLHE23	liver	0.0	HPA
PPDPF	liver	0.0006389835306364926	HPA
IL1B	liver	4.272838198785057e-05	HPA
PLGLB2	liver	0.0021524422426379727	HPA
IL37	liver	0.0	HPA
CHCHD5	liver	0.00019033551976406165	HPA
PAX8	liver	5.8265975437978054e-06	HPA
INSIG2	liver	0.00010779205456025939	HPA
POLR1B	liver	5.0497178712914314e-05	HPA
CCDC93	liver	3.690178444405276e-05	HPA
PSD4	liver	0.00010002325783519566	HPA
SLC25A23	liver	0.0001825667230389979	HPA
PSPN	liver	7.283246929747256e-06	HPA
GTF2F1	liver	0.00014226609002772976	HPA
ALKBH7	liver	0.0007239547448168773	HPA
CLPP	liver	0.00042922601905977166	HPA
TNFSF9	liver	1.4566493859494514e-06	HPA
GRIA3	liver	2.961853751430551e-05	HPA
THOC2	liver	0.0001228440982150704	HPA
MED1	liver	4.272838198785057e-05	HPA
RPL23	liver	0.005772215966722359	HPA
ATG4C	liver	5.195382809886376e-05	HPA
CD70	liver	9.710995906329675e-07	HPA
C3	liver	0.025495734202273246	HPA
SH2D3A	liver	1.2138744882912094e-05	HPA
TRIP10	liver	0.00012769959616823525	HPA
GPR108	liver	0.00016314473122633856	HPA
TNFSF14	liver	0.0005112839344682574	HPA
FOSB	liver	0.0004030063301126815	HPA
OPA3	liver	3.690178444405276e-05	HPA
SNRPD2	liver	0.0009380822045514465	HPA
RTN2	liver	1.845089222202638e-05	HPA
EML2	liver	3.7387334239369254e-05	HPA
VASP	liver	0.00017771122508583308	HPA
SYMPK	liver	0.00010099435742582863	HPA
GPCPD1	liver	4.8554979531648375e-05	HPA
SDCBP2	liver	8.594231377101763e-05	HPA
PANK2	liver	8.642786356633411e-05	HPA
TGM3	liver	3.398848567215386e-06	HPA
GNRH2	liver	9.22544611101319e-06	HPA
DEFB126	liver	0.0	HPA
FOXA2	liver	0.00017139907774671876	HPA
CD93	liver	7.671686766000443e-05	HPA
GZF1	liver	3.0104087309621994e-05	HPA
PAX1	liver	0.0	HPA
NAPB	liver	3.495958526278683e-05	HPA
CST8	liver	0.0	HPA
NKX2-4	liver	0.0	HPA
CENPB	liver	0.00020004651567039132	HPA
PSMF1	liver	0.00034134150610748806	HPA
NKX2-2	liver	0.0	HPA
DTD1	liver	5.09827285082308e-05	HPA
CSTL1	liver	0.0	HPA
RBCK1	liver	0.00045544570800686176	HPA
TMX4	liver	0.00013546839289329897	HPA
CST11	liver	0.0	HPA
STK35	liver	4.224283219253409e-05	HPA
SNRPB	liver	0.0004350526166035694	HPA
NRSN2	liver	2.2335290584558252e-05	HPA
AP5S1	liver	6.894807093494069e-05	HPA
RRBP1	liver	0.0006098505429175036	HPA
BMP2	liver	2.7676338333039577e-05	HPA
ZNF133	liver	6.117927420987695e-05	HPA
FLRT3	liver	3.2531836286204414e-05	HPA
OVOL2	liver	0.0	HPA
PCSK2	liver	9.710995906329675e-07	HPA
GFRA4	liver	0.0	HPA
MKKS	liver	0.0001223585484197539	HPA
BFSP1	liver	1.4566493859494514e-06	HPA
DSTN	liver	0.0006652032195835827	HPA
LAMP5	liver	9.710995906329675e-07	HPA
SNRPB2	liver	0.00014178054023241326	HPA
MGME1	liver	6.749142154899125e-05	HPA
LRRN4	liver	4.855497953164838e-07	HPA
TBC1D20	liver	6.360702318645937e-05	HPA
ITPA	liver	0.00013352619371203304	HPA
TCF15	liver	9.710995906329675e-07	HPA
OTOR	liver	0.0	HPA
MCM8	liver	8.254346520380225e-06	HPA
BANF2	liver	0.0	HPA
TMEM74B	liver	2.2335290584558252e-05	HPA
FAM110A	liver	1.7479792631393415e-05	HPA
SIRPD	liver	9.710995906329675e-07	HPA
MRPS26	liver	0.0004928330422462311	HPA
DEFB129	liver	0.0	HPA
S1PR4	liver	7.76879672506374e-06	HPA
NCLN	liver	0.00028307553066951	HPA
CITED1	liver	1.942199181265935e-06	HPA
HNRNPR	liver	0.0001286706957588682	HPA
ZNF436	liver	1.7479792631393415e-05	HPA
MAX	liver	0.00017431237651861767	HPA
CHURC1-FNTB	liver	1.4566493859494514e-06	HPA
ARMCX5	liver	3.59306848534198e-05	HPA
GDF5	liver	0.0	HPA
MMP24	liver	2.427748976582419e-06	HPA
NECAB3	liver	6.26359235958264e-05	HPA
ID1	liver	0.0007297813423606752	HPA
RALY	liver	0.0003233761636807782	HPA
DYNLRB1	liver	0.0005782898062219322	HPA
C20orf173	liver	0.0	HPA
EIF2S2	liver	0.0002791911323069782	HPA
ERGIC3	liver	0.0008511687911897961	HPA
ROMO1	liver	0.0009764406383814488	HPA
FAM83C	liver	0.0	HPA
BPIFB1	liver	4.855497953164838e-07	HPA
CEP250	liver	3.204628649088793e-05	HPA
PLAGL2	liver	2.039309140329232e-05	HPA
MMP24OS	liver	0.00021218526055330342	HPA
GRPR	liver	0.0	HPA
KDM5C	liver	0.00011410420189937369	HPA
AMOT	liver	1.019654570164616e-05	HPA
TMEM115	liver	0.0001529481855246924	HPA
PSMB2	liver	0.00021704075850646827	HPA
AGO3	liver	2.039309140329232e-05	HPA
UROD	liver	0.0004743821500242047	HPA
ST3GAL3	liver	6.409257298177586e-05	HPA
TMEM53	liver	0.0002816188812835606	HPA
HECTD3	liver	0.00014469383900431217	HPA
KLC1	liver	0.00014178054023241326	HPA
XRCC3	liver	3.6416234648736285e-05	HPA
TUBGCP3	liver	6.943362073025718e-05	HPA
MCF2L	liver	3.6416234648736285e-05	HPA
F10	liver	0.0007579432304890311	HPA
PCID2	liver	0.00011264755251342423	HPA
PROZ	liver	0.0005175960818073717	HPA
SLURP1	liver	2.427748976582419e-06	HPA
LRFN3	liver	3.88439836253187e-05	HPA
IGFLR1	liver	0.0002364627503191276	HPA
CAPNS1	liver	0.0012954468539043789	HPA
PDCD2L	liver	2.573413915177364e-05	HPA
GPR42	liver	0.0	HPA
RBM42	liver	0.00025588474213178696	HPA
KIRREL2	liver	0.0	HPA
UBA2	liver	0.00016945687856545282	HPA
FFAR2	liver	7.283246929747256e-06	HPA
HCST	liver	6.797697134430772e-05	HPA
FFAR1	liver	0.0	HPA
COX6B1	liver	0.002728304299883322	HPA
KRT36	liver	0.0	HPA
THRA	liver	4.80694297363319e-05	HPA
CCR7	liver	1.0682095496962643e-05	HPA
NR1D1	liver	0.00020490201362355617	HPA
FRMD8	liver	6.360702318645937e-05	HPA
PRDX5	liver	0.0013270075905999503	HPA
BCL2L12	liver	7.671686766000443e-05	HPA
IRF3	liver	0.0002010176152610243	HPA
PRMT1	liver	0.0002927865265758397	HPA
RRAS	liver	0.00019373436833127703	HPA
PRRG2	liver	3.0104087309621994e-05	HPA
SCAF1	liver	0.00012430074760101984	HPA
PRR12	liver	1.1653195087595611e-05	HPA
TSKS	liver	9.710995906329675e-07	HPA
FLRT1	liver	4.369948157848354e-06	HPA
ASL	liver	0.0018776210584888428	HPA
SBDS	liver	0.0006219892878004156	HPA
CSN1S1	liver	0.0	HPA
STATH	liver	4.855497953164838e-07	HPA
HTN1	liver	0.0	HPA
STAT5A	liver	3.835843383000222e-05	HPA
WNK4	liver	9.710995906329675e-07	HPA
BECN1	liver	0.0002053875634188726	HPA
PRKCG	liver	0.0	HPA
TRAP1	liver	0.0005753765074500332	HPA
GLIS2	liver	1.5052043654810997e-05	HPA
NSRP1	liver	9.516775988203083e-05	HPA
DNAJC8	liver	0.00012624294678228578	HPA
AHDC1	liver	3.59306848534198e-05	HPA
IFI6	liver	0.0006423823792037081	HPA
DACH2	liver	0.0	HPA
ZNF384	liver	0.00012430074760101984	HPA
EMG1	liver	0.00010779205456025939	HPA
SSX1	liver	0.0	HPA
UXT	liver	0.0006399546302271257	HPA
CFP	liver	5.632377625671212e-05	HPA
ELK1	liver	0.00012478629739633634	HPA
TIMM17B	liver	0.0002306361527753298	HPA
PCNX4	liver	3.1560736695571445e-05	HPA
ATG14	liver	2.2335290584558252e-05	HPA
KTN1	liver	0.0005020584883572443	HPA
SIX1	liver	0.0	HPA
RHOJ	liver	1.9907541607975832e-05	HPA
DLGAP5	liver	3.398848567215386e-06	HPA
L3HYPDH	liver	8.205791540848575e-05	HPA
HSPA2	liver	1.9907541607975832e-05	HPA
ZBTB1	liver	0.00010099435742582863	HPA
TRMT5	liver	3.204628649088793e-05	HPA
SGPP1	liver	9.225446111013192e-05	HPA
PLEKHG3	liver	0.00017188462754203526	HPA
PZP	liver	0.0003835843383000222	HPA
PRDM7	liver	0.0	HPA
RHOT1	liver	7.914461663658686e-05	HPA
EVI2A	liver	4.5156130964432996e-05	HPA
OMG	liver	0.0	HPA
DYNC2I1	liver	1.7479792631393415e-05	HPA
AIF1L	liver	7.76879672506374e-06	HPA
FAM78A	liver	7.283246929747256e-06	HPA
NUP214	liver	0.00014760713777621105	HPA
CTAG2	liver	2.9132987718989027e-06	HPA
AVPR2	liver	0.0	HPA
SLC10A3	liver	4.904052932696486e-05	HPA
MAP2K2	liver	0.00021315636014393636	HPA
HNRNPH2	liver	0.0003661045456686288	HPA
ARMCX1	liver	1.8936442017342866e-05	HPA
TMEM35A	liver	0.0	HPA
TIMM8A	liver	0.00011895969985253852	HPA
ZC4H2	liver	2.5248589356457157e-05	HPA
CANX	liver	0.000914290264580939	HPA
INTS11	liver	0.00021606965891583527	HPA
RGS13	liver	0.0	HPA
IPPK	liver	2.476303956114067e-05	HPA
ZNF484	liver	9.22544611101319e-06	HPA
OMD	liver	3.88439836253187e-06	HPA
FGD3	liver	9.710995906329675e-06	HPA
HIVEP3	liver	1.4566493859494514e-06	HPA
PPCS	liver	0.00046855555248040686	HPA
EDN2	liver	5.3410477484813216e-06	HPA
BCL11B	liver	1.942199181265935e-06	HPA
COX7C	liver	0.002918639819647384	HPA
TRAF2	liver	7.137581991152312e-05	HPA
ABHD8	liver	0.00013352619371203304	HPA
MASP1	liver	0.0008642786356633411	HPA
ATP13A4	liver	2.9132987718989027e-06	HPA
PLAAT1	liver	4.855497953164838e-07	HPA
HELB	liver	5.8265975437978054e-06	HPA
RAP1B	liver	0.0006627754706070003	HPA
IL22	liver	0.0	HPA
TSPAN8	liver	0.00025005814458798915	HPA
BEST3	liver	1.4566493859494514e-06	HPA
RAB3IP	liver	7.817351704595389e-05	HPA
PTPRB	liver	7.865906684127037e-05	HPA
DYRK2	liver	1.9907541607975832e-05	HPA
YEATS4	liver	6.991917052557366e-05	HPA
TAS2R3	liver	0.0	HPA
TAS2R4	liver	2.427748976582419e-06	HPA
TAS2R5	liver	4.369948157848354e-06	HPA
CRYGN	liver	0.0	HPA
LRRC61	liver	0.00011119090312747478	HPA
TRPV5	liver	0.0	HPA
IDUA	liver	6.457812277709234e-05	HPA
FGFRL1	liver	0.0002505436943833056	HPA
TMEM175	liver	0.0001587747830684902	HPA
AUNIP	liver	2.427748976582419e-06	HPA
PIN1	liver	0.00029909867391495404	HPA
FBXL12	liver	0.00010633540517430993	HPA
EMC1	liver	6.360702318645937e-05	HPA
PLA2G5	liver	2.9132987718989025e-05	HPA
UBR4	liver	0.0003918386848204024	HPA
HP1BP3	liver	0.000315121817160398	HPA
ADGRE2	liver	9.22544611101319e-06	HPA
SIN3B	liver	9.371111049608137e-05	HPA
OR7A10	liver	0.0	HPA
SLC35E1	liver	5.438157707544618e-05	HPA
EPS15L1	liver	8.497121418038466e-05	HPA
KLF2	liver	6.312147339114289e-05	HPA
OR7C2	liver	0.0	HPA
OR7C1	liver	4.855497953164838e-07	HPA
F2RL3	liver	1.942199181265935e-06	HPA
UQCR11	liver	0.0006457812277709234	HPA
GFER	liver	0.0002175263083017847	HPA
SYNGR3	liver	4.855497953164838e-07	HPA
PKMYT1	liver	7.76879672506374e-06	HPA
WFIKKN1	liver	3.88439836253187e-06	HPA
WDR24	liver	5.292492768949673e-05	HPA
FBXL16	liver	9.710995906329675e-07	HPA
CHTF18	liver	1.1167645292279126e-05	HPA
GNG13	liver	0.0	HPA
MACF1	liver	0.0003020119726868529	HPA
SMARCA4	liver	4.127173260190112e-05	HPA
KDM4B	liver	0.00010050880763051214	HPA
TICAM1	liver	9.516775988203083e-05	HPA
METTL25	liver	1.1653195087595611e-05	HPA
IL17B	liver	0.0	HPA
EMC6	liver	0.00035882129873888156	HPA
OR1E2	liver	0.0	HPA
METTL16	liver	1.79653424267099e-05	HPA
TUBA4A	liver	0.00013935279125583083	HPA
VIL1	liver	0.00014760713777621105	HPA
AAMP	liver	0.00036659009546394526	HPA
PNKD	liver	0.0009070070176511917	HPA
TNFRSF19	liver	4.855497953164838e-06	HPA
RNF6	liver	7.817351704595389e-05	HPA
ECHS1	liver	0.0053104581113763835	HPA
ZNF835	liver	9.710995906329675e-07	HPA
AKAP9	liver	7.574576806937146e-05	HPA
GNG11	liver	5.6809326052028595e-05	HPA
SEM1	liver	0.002058731132141891	HPA
GNGT1	liver	0.0	HPA
HIP1	liver	4.369948157848354e-05	HPA
PTPN12	liver	0.00014566493859494514	HPA
POR	liver	0.0014751002781714778	HPA
FGL2	liver	0.00020490201362355617	HPA
STYXL1	liver	9.128336151949895e-05	HPA
STEAP4	liver	0.00011410420189937369	HPA
GNAI1	liver	7.18613697068396e-05	HPA
PEX1	liver	6.166482400519344e-05	HPA
MTERF1	liver	5.292492768949673e-05	HPA
SGCE	liver	6.749142154899125e-05	HPA
RBM48	liver	4.272838198785057e-05	HPA
CASD1	liver	4.272838198785057e-05	HPA
ZNF780B	liver	1.408094406417803e-05	HPA
LRFN1	liver	3.88439836253187e-06	HPA
ZFP36	liver	0.0021883729274913923	HPA
SRD5A3	liver	6.846252113962421e-05	HPA
SPINK2	liver	4.855497953164838e-07	HPA
RASL11B	liver	2.9132987718989027e-06	HPA
PAICS	liver	0.0005166249822167387	HPA
KDR	liver	4.321393178316706e-05	HPA
PPAT	liver	2.9132987718989025e-05	HPA
TUBGCP6	liver	6.020817461924399e-05	HPA
ADM2	liver	1.79653424267099e-05	HPA
DGCR6L	liver	0.0007229836452262444	HPA
DGCR8	liver	2.7676338333039577e-05	HPA
ASPHD2	liver	1.4566493859494514e-06	HPA
VPREB3	liver	9.22544611101319e-06	HPA
SDF2L1	liver	0.0008045560108394136	HPA
GAL3ST1	liver	1.8936442017342866e-05	HPA
YWHAH	liver	0.00028938767800862434	HPA
RFPL1	liver	5.3410477484813216e-06	HPA
RFPL2	liver	4.855497953164838e-07	HPA
GNAZ	liver	2.427748976582419e-06	HPA
MGAT3	liver	9.710995906329675e-07	HPA
ADORA2A	liver	6.894807093494069e-05	HPA
ATF4	liver	0.002334523415881654	HPA
A4GALT	liver	2.039309140329232e-05	HPA
RFPL3	liver	4.855497953164838e-07	HPA
CDC42EP1	liver	0.000630243634320796	HPA
APOL3	liver	0.00033745710774495623	HPA
MCHR1	liver	6.312147339114289e-06	HPA
TPST2	liver	0.0003549369003763496	HPA
BAIAP2L2	liver	1.7479792631393415e-05	HPA
MPST	liver	0.0018509158197464362	HPA
GALR3	liver	9.710995906329675e-07	HPA
TST	liver	0.0026583851293577486	HPA
APOL5	liver	1.942199181265935e-06	HPA
IGLL1	liver	0.0	HPA
APOL2	liver	0.0003078385702306507	HPA
RAC2	liver	9.079781172418246e-05	HPA
LIF	liver	2.3306390175191222e-05	HPA
C22orf23	liver	1.942199181265935e-06	HPA
APOBEC3A	liver	9.710995906329675e-06	HPA
APOBEC3F	liver	1.3595394268861545e-05	HPA
RIBC2	liver	0.0	HPA
KRT17	liver	4.855497953164838e-06	HPA
EMC4	liver	0.00042874046926445514	HPA
RNF112	liver	4.369948157848354e-06	HPA
SPECC1	liver	5.3410477484813216e-06	HPA
CPA4	liver	4.855497953164838e-07	HPA
DOCK4	liver	4.5641680759749474e-05	HPA
POT1	liver	4.6612780350382443e-05	HPA
TAS2R16	liver	0.0	HPA
ATP6V1F	liver	0.00039863638195483317	HPA
LSM8	liver	8.788451295228357e-05	HPA
CDHR3	liver	9.710995906329675e-06	HPA
PRKRIP1	liver	5.7294875847345087e-05	HPA
VGF	liver	0.0	HPA
PODXL	liver	1.408094406417803e-05	HPA
FOXP2	liver	1.2624294678228579e-05	HPA
STRIP2	liver	2.427748976582419e-06	HPA
IFT22	liver	3.690178444405276e-05	HPA
MKLN1	liver	6.894807093494069e-05	HPA
DNAJB9	liver	0.0004889486438836992	HPA
FLNC	liver	5.3410477484813216e-06	HPA
LRRC4	liver	8.739896315696708e-06	HPA
CALU	liver	0.00036998894403116067	HPA
CCDC136	liver	1.4566493859494514e-06	HPA
SMO	liver	0.00011313310230874072	HPA
IRF5	liver	1.408094406417803e-05	HPA
LRRC17	liver	1.650869304076045e-05	HPA
KLHDC10	liver	0.00010924870394620885	HPA
NDUFA5	liver	0.0005404169221872464	HPA
FEZF1	liver	0.0	HPA
OPN1SW	liver	0.0	HPA
MRPS12	liver	0.00033988485672153864	HPA
MYO1B	liver	0.0012031923927942468	HPA
HOXD1	liver	0.0	HPA
HOXD3	liver	0.0	HPA
MTX2	liver	0.00014469383900431217	HPA
PDE11A	liver	2.961853751430551e-05	HPA
CHN1	liver	9.710995906329675e-06	HPA
GAD1	liver	4.855497953164838e-07	HPA
OSGEPL1	liver	3.7387334239369254e-05	HPA
ORMDL1	liver	0.00032531836286204413	HPA
HAT1	liver	0.00014226609002772976	HPA
HOXD9	liver	4.855497953164838e-07	HPA
HOXD10	liver	0.0	HPA
HOXD11	liver	0.0	HPA
HOXD13	liver	0.0	HPA
HERC2	liver	1.7479792631393415e-05	HPA
SNRPN	liver	0.00032968831101989253	HPA
PSMG2	liver	0.0003092952196166002	HPA
TWSG1	liver	4.709833014569892e-05	HPA
ARHGAP22	liver	3.88439836253187e-06	HPA
WDFY4	liver	6.312147339114289e-06	HPA
EIF2AK4	liver	0.00010099435742582863	HPA
MYO5C	liver	1.6023143245443965e-05	HPA
CGNL1	liver	0.00016945687856545282	HPA
TMOD2	liver	5.8265975437978054e-06	HPA
TTBK2	liver	1.4566493859494512e-05	HPA
ELL3	liver	3.398848567215386e-06	HPA
CCDC32	liver	6.166482400519344e-05	HPA
INO80	liver	3.690178444405276e-05	HPA
ICE2	liver	3.30173860815209e-05	HPA
DLL4	liver	1.650869304076045e-05	HPA
ALDH1A2	liver	1.2138744882912094e-05	HPA
MINDY2	liver	1.650869304076045e-05	HPA
IVD	liver	0.0006846252113962421	HPA
KNSTRN	liver	5.583822646139563e-05	HPA
DUT	liver	0.00025394254295052097	HPA
CHAC1	liver	5.438157707544618e-05	HPA
CLN6	liver	0.00010779205456025939	HPA
ARPP19	liver	0.00019907541607975835	HPA
VPS13C	liver	3.398848567215386e-05	HPA
CALML4	liver	4.078618280658464e-05	HPA
ISLR	liver	3.88439836253187e-05	HPA
THAP10	liver	9.710995906329675e-06	HPA
LOXL1	liver	7.283246929747256e-06	HPA
ACKR4	liver	4.855497953164838e-06	HPA
ANAPC13	liver	0.0004078618280658464	HPA
MBD4	liver	0.00017868232467646602	HPA
COPB1	liver	0.00034668255385596945	HPA
PSMA1	liver	0.0006550066738819367	HPA
SUMF2	liver	0.00044670581169116506	HPA
PALLD	liver	0.00011798860026190557	HPA
SPCS3	liver	0.0002053875634188726	HPA
BBOX1	liver	0.0006210181882097828	HPA
MYOD1	liver	0.0	HPA
SERGEF	liver	6.60347721630418e-05	HPA
KCNC1	liver	9.710995906329675e-07	HPA
TPH1	liver	9.710995906329675e-07	HPA
CSRP3	liver	9.710995906329675e-07	HPA
E2F8	liver	1.4566493859494514e-06	HPA
DCTD	liver	0.0003748444419843255	HPA
SOX15	liver	6.312147339114289e-06	HPA
PIMREG	liver	1.4566493859494514e-06	HPA
RPAIN	liver	0.000134497293302666	HPA
USP6	liver	4.855497953164838e-07	HPA
SHBG	liver	0.0002986131241196375	HPA
PLD2	liver	5.7294875847345087e-05	HPA
AIPL1	liver	0.0	HPA
